fold,role,image_id,group_id,y
0,train,34eeb369fff52f1ad84bba5d77da167a26ca5249293e3910bb04e8af2bf2ba25,34eeb369fff52f1ad84bba5d77da167a26ca5249293e3910bb04e8af2bf2ba25,0
0,train,550d0cb250962b4ef1a0cbf8dade59019a8a5153041d49dbfea6410b89f2de79,550d0cb250962b4ef1a0cbf8dade59019a8a5153041d49dbfea6410b89f2de79,0
0,train,ca42889078e14150119059a5534dd2f3dc957ba0b6233732dab0613222c48b01,ca42889078e14150119059a5534dd2f3dc957ba0b6233732dab0613222c48b01,0
0,train,431754be1638a610ffe6109396a1be83fe84be89b319a9468c7702b7ac1cc451,431754be1638a610ffe6109396a1be83fe84be89b319a9468c7702b7ac1cc451,0
0,train,16266df37b596ba5c42fb4225ae4cb15711d304d322448d8f379e0f71b73ae03,16266df37b596ba5c42fb4225ae4cb15711d304d322448d8f379e0f71b73ae03,0
0,train,87cdc2d151b003be78f52c0dc7c07c1b047f879846b8f7d96b95c39a3d62a70e,87cdc2d151b003be78f52c0dc7c07c1b047f879846b8f7d96b95c39a3d62a70e,0
0,train,e4a8a1984d9693e70d8335a1c8c77a39a68f684b5661ac2edc34f8e971dd88f1,e4a8a1984d9693e70d8335a1c8c77a39a68f684b5661ac2edc34f8e971dd88f1,0
0,train,4da5f26b15d55f6827b7ad2ae5e93bc89be1ce8765d1b22bef6de53f356bd801,4da5f26b15d55f6827b7ad2ae5e93bc89be1ce8765d1b22bef6de53f356bd801,0
0,train,cef45ce59931075ef0d142d02078a7d3fba00c990fd4cf0f33ca9dc99be2362e,cef45ce59931075ef0d142d02078a7d3fba00c990fd4cf0f33ca9dc99be2362e,0
0,train,61883bfab06bd929d96b99d4cd26106c446d2e909ced077d4420d887aabc3aef,61883bfab06bd929d96b99d4cd26106c446d2e909ced077d4420d887aabc3aef,0
0,train,971af0cc2d7eb4517c91e7ea90797e8ef92a6a3095581b4a235ef89a45ad9aa4,971af0cc2d7eb4517c91e7ea90797e8ef92a6a3095581b4a235ef89a45ad9aa4,0
0,train,4bda8fe0504ef79e0c9e3e86bb23aae41a67fc050c524ee0e18cc8f923a5da1c,4bda8fe0504ef79e0c9e3e86bb23aae41a67fc050c524ee0e18cc8f923a5da1c,0
0,train,1aef7dac4e05e817a3496f6a49b890c9f2fc84b3afcda460c74f76723e09851e,1aef7dac4e05e817a3496f6a49b890c9f2fc84b3afcda460c74f76723e09851e,0
0,train,a991b7a12ed71214ee0120e45a25dc86e2af553186f857b5e72ad67280d8a67e,a991b7a12ed71214ee0120e45a25dc86e2af553186f857b5e72ad67280d8a67e,0
0,train,9220ddf9fcbdfe50047a49eb5b1a305f4b8be1fd34bebff120ed4f22fabb20b7,9220ddf9fcbdfe50047a49eb5b1a305f4b8be1fd34bebff120ed4f22fabb20b7,0
0,train,90c4faafd845360cbfd09f19632147497b4b04463ee87ae31d991f20e6ca6ed0,90c4faafd845360cbfd09f19632147497b4b04463ee87ae31d991f20e6ca6ed0,0
0,train,0198278fba06be5fee3f79b739acc5269c3f1bd2c4ca7c999af3ec7845b1db18,0198278fba06be5fee3f79b739acc5269c3f1bd2c4ca7c999af3ec7845b1db18,0
0,train,2ed39cc6daa76227fef121e3687cd919552874410cad3b708ad363313a942626,2ed39cc6daa76227fef121e3687cd919552874410cad3b708ad363313a942626,0
0,train,09393b70fcb61a1299bad46fd256c97f665e2830c41f528825d78823aa77afcb,09393b70fcb61a1299bad46fd256c97f665e2830c41f528825d78823aa77afcb,0
0,train,24d646d7d0db7f6ed4fd2ce895d86acd1c879548873e89a83d72b7a148e2a8fb,24d646d7d0db7f6ed4fd2ce895d86acd1c879548873e89a83d72b7a148e2a8fb,0
0,train,1eb7cf5942ecb82b5ff0b4f2d8120376e85d5638ca2d3669a7fd6395c1fe2555,1eb7cf5942ecb82b5ff0b4f2d8120376e85d5638ca2d3669a7fd6395c1fe2555,0
0,train,83aaaf100259fad75d3cae0d1f0acedff5a3718d7d1db32062bd1cd3aac86688,34eeb369fff52f1ad84bba5d77da167a26ca5249293e3910bb04e8af2bf2ba25,0
0,train,7f2c92f25bb20cc189aa475c0e8c21ed0b70b538a33920e2fd6a3276522406f3,7f2c92f25bb20cc189aa475c0e8c21ed0b70b538a33920e2fd6a3276522406f3,0
0,train,1af16b025f254c861448bec4d04652b8f81a6850788d507160404fe4f14a5c4f,1af16b025f254c861448bec4d04652b8f81a6850788d507160404fe4f14a5c4f,0
0,train,f66535630af6cfdeb2272dbb4547c6e058e4b59ae445ebe1535c82e19687253c,f66535630af6cfdeb2272dbb4547c6e058e4b59ae445ebe1535c82e19687253c,0
0,train,987c812a794593c0a8b58f1eed8aac0cf015230fc3a1640b82cf95d91a5609c5,987c812a794593c0a8b58f1eed8aac0cf015230fc3a1640b82cf95d91a5609c5,0
0,train,ada848fe55c3b27559012775de676961b40d7a32368c9c8a5919e5d6e385a557,ada848fe55c3b27559012775de676961b40d7a32368c9c8a5919e5d6e385a557,0
0,train,a698668dc2c44bfbf5aaa6b1cf009d43cba82471119a2624f573d6a2a0ae394a,a698668dc2c44bfbf5aaa6b1cf009d43cba82471119a2624f573d6a2a0ae394a,0
0,train,9fed845a58f23ea75c16c2f89d701ca68c7780565f94dd913a3fc2fd8e01b9cd,9fed845a58f23ea75c16c2f89d701ca68c7780565f94dd913a3fc2fd8e01b9cd,0
0,train,bdf2d8df20ce58b5dea1b6ce1ff839246c08bafd79dfd004f771582588818afc,0198278fba06be5fee3f79b739acc5269c3f1bd2c4ca7c999af3ec7845b1db18,0
0,train,68919dfe7ceaa406c0bfc2169b9c4dde4bbdc16924bac60dff531798a2e5b80c,68919dfe7ceaa406c0bfc2169b9c4dde4bbdc16924bac60dff531798a2e5b80c,0
0,train,b139e0fcae28ad639ed2540074d7cf1ed36ef82ad840c1cf598128f4f55b6f94,2ed39cc6daa76227fef121e3687cd919552874410cad3b708ad363313a942626,0
0,train,eab1eeda798eb5191c4547fb06ccdb98a91b4b4536417d5aa75529cbd2897cad,eab1eeda798eb5191c4547fb06ccdb98a91b4b4536417d5aa75529cbd2897cad,0
0,train,6bad7d1585147284f24fc35d752cd3f50dce273de2c4693881704b962524f627,6bad7d1585147284f24fc35d752cd3f50dce273de2c4693881704b962524f627,0
0,train,6af768514c2ab6b4609d28567d61ed8a7c5ffc020422713a7be95efdb8512f6a,6af768514c2ab6b4609d28567d61ed8a7c5ffc020422713a7be95efdb8512f6a,0
0,train,91ec708e6345187e7e6cb79d8f506804299539768c93c40dad9b190d53558a60,91ec708e6345187e7e6cb79d8f506804299539768c93c40dad9b190d53558a60,0
0,train,504cf37dce31c02e1c6b1e99733a67d3f08d3c9483d98f79165d2cee46add347,504cf37dce31c02e1c6b1e99733a67d3f08d3c9483d98f79165d2cee46add347,0
0,train,84496f2b562de7b5ffab87ee4e24c778c46e69df2c6a934aa6b4af6eed65575e,0198278fba06be5fee3f79b739acc5269c3f1bd2c4ca7c999af3ec7845b1db18,0
0,train,1902269e7e57107f2635fce6eb02fb789968bc5c23093a302b4b7ad9db218eb4,1902269e7e57107f2635fce6eb02fb789968bc5c23093a302b4b7ad9db218eb4,0
0,train,96dc1ea3df3a481c9959598a38a12ce3ad1fe7159bb523a0c3cc7df71d2539fb,96dc1ea3df3a481c9959598a38a12ce3ad1fe7159bb523a0c3cc7df71d2539fb,0
0,train,69f020ad229e313caa6d2ba04285a8fd070c7bd45d1759c9ad22a89902c98500,69f020ad229e313caa6d2ba04285a8fd070c7bd45d1759c9ad22a89902c98500,0
0,train,c56cfebd3456ee28a9a5ab7136fff442f274e436ec1fc606c81e3d1fefaea24e,1902269e7e57107f2635fce6eb02fb789968bc5c23093a302b4b7ad9db218eb4,0
0,train,23ebabab03840d54e05602665447bd00f9e794ee4a5b913f3f0422e702927258,23ebabab03840d54e05602665447bd00f9e794ee4a5b913f3f0422e702927258,0
0,train,fe2f2e15fbef31937a7350eda86d06b7efe35058104c8f17688f0506f83bb4ca,fe2f2e15fbef31937a7350eda86d06b7efe35058104c8f17688f0506f83bb4ca,0
0,train,4b28a53817d0da69153d71be73ea818aaa6ac48f65a8dd2a5d84a6225fa0f94a,4b28a53817d0da69153d71be73ea818aaa6ac48f65a8dd2a5d84a6225fa0f94a,0
0,train,af848889102601facd1b908c76d3cbf1ac5bb5681300d7e5a97893261e5d4a11,af848889102601facd1b908c76d3cbf1ac5bb5681300d7e5a97893261e5d4a11,0
0,train,7dc5473174aec3ca64789d8d27423520862e2e51a761cb1afd593b6971209437,03d5e5c31d9cb551d8e72ad20ee33ef851d7dc57431e19739286f84f8ee5aae7,0
0,train,bdce5afee31c171c25454a01878f49a2bb1d2887df3eee350399b383513f8cae,bdce5afee31c171c25454a01878f49a2bb1d2887df3eee350399b383513f8cae,0
0,train,81fe68a9e2fc315e9710282f606a670778130998e1390a3144d9bf5b31bd4065,81fe68a9e2fc315e9710282f606a670778130998e1390a3144d9bf5b31bd4065,0
0,train,b12ea55157f26c262502f57f8eb5ab13ef9aeac065eed940af6c87d362ad9300,b12ea55157f26c262502f57f8eb5ab13ef9aeac065eed940af6c87d362ad9300,0
0,train,3652939af3cbf768ff328bff19516311327782dd22d50300000e22ae6165926a,3652939af3cbf768ff328bff19516311327782dd22d50300000e22ae6165926a,0
0,train,03d5e5c31d9cb551d8e72ad20ee33ef851d7dc57431e19739286f84f8ee5aae7,03d5e5c31d9cb551d8e72ad20ee33ef851d7dc57431e19739286f84f8ee5aae7,0
0,train,d6c7145cffa1d9b450905160ed7b9b4579c864eb77395fc69813e5e6b74e495d,d6c7145cffa1d9b450905160ed7b9b4579c864eb77395fc69813e5e6b74e495d,1
